x,y,block,inside_target
17.625,-0.45,-0.085309524263296,False
17.75,-0.45,-0.1212626688768807,False
17.875,-0.45,-0.10485214420379456,False
18.0,-0.45,-0.04821880662709786,False
18.125,-0.45,0.02591729390593118,False
18.25,-0.45,0.09313628043111502,False
18.375,-0.45,0.13534063608968386,False
18.5,-0.45,0.14529212278414905,False
18.625,-0.45,0.1267081329418832,False
18.75,-0.45,0.09071736009277724,False
18.875,-0.45,0.0506342750175759,False
19.0,-0.45,0.017233762182734192,False
19.125,-0.45,-0.0039295566059147115,False
19.25,-0.45,-0.012705181346683251,False
19.375,-0.45,-0.012616602066624797,False
19.5,-0.45,-0.008380729367203212,False
19.625,-0.45,-0.0038287133322046567,False
19.75,-0.45,-0.0009077427592378551,False
19.875,-0.45,0.00019122187752520587,False
20.0,-0.45,0.00022498811777640445,False
20.125,-0.45,1.8748947886897802e-05,False
20.25,-0.45,-3.398137060268504e-05,False
20.375,-0.45,2.4154049398861184e-05,False
20.5,-0.45,1.5729875495010725e-05,False
20.625,-0.45,-8.166361718425796e-05,False
20.75,-0.45,-9.0007765547572e-05,False
20.875,-0.45,0.00015255623993215938,False
21.0,-0.45,0.0005003767513018708,False
21.125,-0.45,0.0003949073458907464,False
21.25,-0.45,-0.0008919477287522192,False
21.375,-0.45,-0.003716172005774732,False
21.5,-0.45,-0.007481666032903062,False
21.625,-0.45,-0.010369633768390998,False
21.75,-0.45,-0.009632922687997758,False
21.875,-0.45,-0.002470629323937875,False
22.0,-0.45,0.012784066894366269,False
22.125,-0.45,0.035623020414549574,False
22.25,-0.45,0.06293733798330906,False
22.375,-0.45,0.08948076519362931,False
22.5,-0.45,0.1091706400456847,False
22.625,-0.45,0.11684576554487137,False
22.75,-0.45,0.10990046310200341,False
22.875,-0.45,0.08922518759208622,False
23.0,-0.45,0.05910611008625413,False
23.125,-0.45,0.026087626201712868,False
23.25,-0.45,-0.002846385864782291,False
23.375,-0.45,-0.022191248780242614,False
23.5,-0.45,-0.0293367885563462,False
23.625,-0.45,-0.025058731376619663,False
23.75,-0.45,-0.012982092119920949,False
23.875,-0.45,0.0017518527569079737,False
24.0,-0.45,0.01414306601731936,False
24.125,-0.45,0.020772693518576378,False
24.25,-0.45,0.02059569264967672,False
