beta,load_fraction,connector_reserve,connector_differential_authority,max_real_eigenvalue,stability_margin
0.02,0.8887424749163879,0.11125752508361209,0.21013681327949363,-0.035945097922813966,0.035945097922813966
0.02,0.8920836120401338,0.10791638795986624,0.2041868291294281,-0.035950451058689284,0.035950451058689284
0.02,0.8954247491638796,0.1045752508361204,0.19821451858480332,-0.035955826142610385,0.035955826142610385
0.02,0.8987658862876253,0.10123411371237467,0.19221988164561932,-0.03596122319659663,0.03596122319659663
0.02,0.9021070234113712,0.09789297658862883,0.18620291831187585,-0.035966642242771574,0.035966642242771574
0.02,0.905448160535117,0.09455183946488299,0.18016362858357293,-0.03597208330336297,0.03597208330336297
0.02,0.9087892976588628,0.09121070234113715,0.17410201246071078,-0.035977546400703046,0.035977546400703046
0.02,0.9121304347826087,0.08786956521739131,0.16801806994328927,-0.035983031557228734,0.035983031557228734
0.02,0.9154715719063544,0.08452842809364558,0.16191180103130853,-0.03598853879548233,0.03598853879548233
0.02,0.9188127090301003,0.08118729096989974,0.15578320572476834,-0.035994068138111054,0.035994068138111054
0.02,0.9221538461538461,0.0778461538461539,0.14963228402366868,-0.035999619607868,0.035999619607868
