phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
7.330382858376184307e-01,1.049351457247183372e+00,2.576214232975480023e-01,2.533611587040466850e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.504915783575617505e-01,1.049701601914969640e+00,2.570581385783030082e-01,2.541319938039962034e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.679448708775049592e-01,1.049879589422853865e+00,2.564165514598690243e-01,2.548992755521780063e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.853981633974482790e-01,1.049849171594644748e+00,2.556968573758973684e-01,2.556968573758973684e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.028514559173915988e-01,1.049879589422853865e+00,2.548992755521780063e-01,2.564165514598689688e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.203047484373349185e-01,1.049786849006144607e+00,2.541319938039962034e-01,2.570581385783030082e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.377580409572782383e-01,1.049580252974800620e+00,2.533611587040466850e-01,2.576214232975480023e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.552113334772214470e-01,1.049363211747855518e+00,2.525131473407912219e-01,2.581062340356217177e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
8.726646259971647668e-01,1.049085264682423579e+00,2.517302488835972407e-01,2.585124231144769746e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
8.901179185171080865e-01,1.048702947887157899e+00,2.509104407296891548e-01,2.588398668049854967e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
9.075712110370514063e-01,1.048239087052682095e+00,2.500142028249108250e-01,2.590884653646272073e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
9.250245035569946150e-01,1.047776755140878979e+00,2.492179235006207194e-01,2.592581430678724264e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
9.424777960769379348e-01,1.047219721954812943e+00,2.483514113926478806e-01,2.593488482292491959e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
9.599310885968812546e-01,1.046561977519224973e+00,2.474376560553479820e-01,2.593605532190865759e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
9.773843811168245743e-01,1.045864878316244306e+00,2.466019213455255821e-01,2.592932544719313559e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
9.948376736367678941e-01,1.045134677293955372e+00,2.456910693015748326e-01,2.591469724876338532e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.012290966156711214e+00,1.044295128728671473e+00,2.447678725165139402e-01,2.589217518251034633e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.029744258676654534e+00,1.043354821637054286e+00,2.438894240745570763e-01,2.586176610887358507e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
