phase,scale,tx,ty,contact_cluster_count,dual_eq_residual,dual_norm_residual,duality_gap
6.806784082777884715e-01,1.286720445835432658e+00,3.561800499373686257e-01,3.735909115170783501e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
6.981317007977317912e-01,1.290822049337803756e+00,3.582406436012978146e-01,3.727578050080497252e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.155849933176751110e-01,1.294851617101619334e+00,3.601921136948310065e-01,3.718111528606297123e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.330382858376184307e-01,1.298593817679535967e+00,3.620338657812733896e-01,3.707512434342328245e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.504915783575617505e-01,1.302214038444409194e+00,3.637653388450980407e-01,3.695783995875379646e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
7.679448708775049592e-01,1.305592229643912860e+00,3.653860054628364495e-01,3.682929785801423717e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
7.853981633974482790e-01,1.308798731225564893e+00,3.668953719637371158e-01,3.668953719637371158e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.028514559173915988e-01,1.311808777030011308e+00,3.682929785801424272e-01,3.653860054628363385e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.203047484373349185e-01,1.314597660499611465e+00,3.695783995875380201e-01,3.637653388450979297e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
8.377580409572782383e-01,1.317235900368865842e+00,3.707512434342329355e-01,3.620338657812733341e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
8.552113334772214470e-01,1.319603744803240719e+00,3.718111528606297678e-01,3.601921136948309510e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
8.726646259971647668e-01,1.321866998133448101e+00,3.727578050080497807e-01,3.582406436012977591e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
8.901179185171080865e-01,1.323810864783057983e+00,3.735909115170784056e-01,3.561800499373686257e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
9.075712110370514063e-01,1.325696434781562738e+00,3.743102186154025346e-01,3.540109603798349269e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
9.250245035569946150e-01,1.327225765938372826e+00,3.749155071951118523e-01,3.517340356543883217e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
9.424777960769379348e-01,1.328719547621850738e+00,3.754065928794414475e-01,3.493499693343572465e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
9.599310885968812546e-01,1.329868064824761165e+00,3.757833260789346652e-01,3.468594876294378015e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
9.773843811168245743e-01,1.330932652494551727e+00,3.760455920370094351e-01,3.442633491644830901e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
9.948376736367678941e-01,1.331698882345537571e+00,3.761933108649142543e-01,3.415623447484190112e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.012290966156711214e+00,1.332333048260087249e+00,3.762264375660632210e-01,3.387572971333557281e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.029744258676654534e+00,1.332716010067108048e+00,3.761449620497422375e-01,3.358490607639701420e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.047197551196597631e+00,1.332919020090005846e+00,3.759489091341827738e-01,3.328385215172328659e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.064650843716540951e+00,1.332918227062052097e+00,3.756383385390022478e-01,3.297265964325623022e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.082104136236484271e+00,1.332689841556280230e+00,3.752133448670124105e-01,3.265142334324850903e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.099557428756427591e+00,1.332305301396549346e+00,3.746740575754027858e-01,3.232024110338899692e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.117010721276370910e+00,1.331645775516405728e+00,3.740206409363066031e-01,3.197921380499618715e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.134464013796314230e+00,1.330877990412886014e+00,3.732532939867619359e-01,3.162844532828877342e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.151917306316257550e+00,1.329788073793228609e+00,3.723722504680829770e-01,3.126804252074273371e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.169370598836200870e+00,1.328638039806698590e+00,3.713777787546605480e-01,3.089811516454454288e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.186823891356144189e+00,1.327130870937088147e+00,3.702701817722121036e-01,3.051877594315047237e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.204277183876087287e+00,1.325588181500081841e+00,3.690497969055080429e-01,3.013014040696210261e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.221730476396030607e+00,1.323701181426963247e+00,3.677169958956008622e-01,2.973232693812853933e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.239183768915973927e+00,1.321732130313147069e+00,3.662721847265894004e-01,2.932545671448610891e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.256637061435917246e+00,1.319467523948710808e+00,3.647158035019518740e-01,2.890965367264636265e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.274090353955860566e+00,1.317074579438093140e+00,3.630483263104863356e-01,2.848504447024383102e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.291543646475803886e+00,1.314435078697362203e+00,3.612702610818985249e-01,2.805175844735483537e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.308996938995747206e+00,1.311621194721295458e+00,3.593821494320815768e-01,2.760992758709929218e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.326450231515690525e+00,1.308609995218300126e+00,3.573845664981344927e-01,2.715968647543734460e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.343903524035633845e+00,1.305378607760385945e+00,3.552781207631701132e-01,2.670117226017318379e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.361356816555576943e+00,1.301999384914896973e+00,3.530634538709648274e-01,2.623452460917852225e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.378810109075520263e+00,1.298354407824735546e+00,3.507412404305079723e-01,2.575988566784835343e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.396263401595463582e+00,1.294611312384297275e+00,3.483121878105092661e-01,2.527740001580213725e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.413716694115406902e+00,1.290557132609172264e+00,3.457770359239275559e-01,2.478721462284343979e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.431169986635350222e+00,1.286454785591897965e+00,3.431365570025861067e-01,2.428947880419148053e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.448623279155293542e+00,1.282008153119414962e+00,3.403915553619430989e-01,2.378434417499829812e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.466076571675236861e+00,1.277539744896497353e+00,3.375428671560898874e-01,2.327196460416529888e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.483529864195180181e+00,1.272741662056712908e+00,3.345913601230497414e-01,2.275249616747328785e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.500983156715123501e+00,1.267877050939486772e+00,3.315379333204567791e-01,2.222609710004028460e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,0.000000000000000000e+00
1.518436449235066599e+00,1.262733289350523425e+00,3.283835168516944236e-01,2.169292774812157654e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
1.535889741755009918e+00,1.257478471412834420e+00,3.251290715825764233e-01,2.115315052026667808e-01,3.000000000000000000e+00,3.140184917367550333e-16,2.220446049250313081e-16,2.220446049250313081e-16
