real_w,imag_w,G_real,G_imag,orbit_block
8.041666666666666,-0.13666666666666666,-0.010502087378600509,-0.024797615994988965,-0.0010092558394543447
8.041666666666666,-0.13333333333333336,-0.011087235124665678,-0.024299138172434405,-0.000935042666426877
8.041666666666666,-0.13,-0.011657189405667331,-0.023792692717090544,-0.0008604043237805816
8.041666666666666,-0.12666666666666668,-0.01221200660477667,-0.023278490168959408,-0.0007855099984624616
8.041666666666666,-0.12333333333333334,-0.012751741616746387,-0.02275674019827137,-0.0007105246203827166
8.041666666666666,-0.12000000000000001,-0.013276447852639907,-0.022227651628793074,-0.0006356088586942412
8.041666666666666,-0.11666666666666667,-0.013786177244433175,-0.021691432461053997,-0.0005609191183950799
8.041666666666666,-0.11333333333333334,-0.014280980249489716,-0.021148289895497357,-0.00048660753723536065
8.041666666666666,-0.11,-0.014760905854907122,-0.02059843035555621,-0.00041282198291053634
8.041666666666666,-0.10666666666666667,-0.015226001581738542,-0.020042059510656976,-0.0003397060505232223
8.041666666666666,-0.10333333333333333,-0.01567631348908695,-0.019479382299152755,-0.00026739906029683245
8.041666666666666,-0.1,-0.016111886178074082,-0.018910602951187943,-0.00019603605552452692
8.05,-0.2,0.0042861370166160755,-0.03026948462529558,-0.0017957414579115977
8.05,-0.19666666666666668,0.003430554097893234,-0.030004487936331675,-0.0017770011898058018
8.05,-0.19333333333333336,0.0025909402750229557,-0.029727114358867258,-0.0017539767131928717
8.05,-0.19,0.0017672131938970687,-0.02943759944523141,-0.0017268984372504094
8.05,-0.18666666666666668,0.0009592920399008956,-0.0291361773993405,-0.001695993184456046
8.05,-0.18333333333333335,0.0001670975309770728,-0.028823081102261536,-0.001661484165285375
8.05,-0.18000000000000002,-0.0006094480891785554,-0.028498542137653154,-0.0016235909539963783
8.05,-0.17666666666666667,-0.0013704210577900403,-0.02816279081708596,-0.0015825294654626138
