mu,gamma,chi_saturation,rho_cancellation,reserve_1_minus_chi,restoring_authority_kappa,max_real_eigenvalue,stability_margin
1.4000000000000004,0.0,0.8021838885585818,1.0,0.1978161114414182,31.736979499122924,-0.49999999999999956,0.49999999999999956
1.4500000000000002,0.0,0.8099984339846871,1.0,0.19000156601531293,30.780194185408323,-0.4999999999999998,0.4999999999999998
1.5,0.0,0.8175744761936437,1.0,0.18242552380635635,29.829290414066573,-0.5000000000000002,0.5000000000000002
1.5500000000000007,0.0,0.8249137318359603,1.0,0.17508626816403972,28.886213372885937,-0.49999999999999956,0.49999999999999956
1.6000000000000005,0.0,0.8320183851339246,1.0,0.16798161486607543,27.95275838661219,-0.4999999999999999,0.4999999999999999
1.6500000000000004,0.0,0.8388910504234147,1.0,0.16110894957658528,27.030571188582915,-0.5000000000000001,0.5000000000000001
1.7000000000000002,0.0,0.8455347349164652,1.0,0.15446526508353475,26.12114939324162,-0.5000000000000001,0.5000000000000001
1.75,0.0,0.8519528019683107,1.0,0.1480471980316893,25.225845037331034,-0.5,0.5
1.8000000000000007,0.0,0.8581489350995123,1.0,0.1418510649004877,24.345868057417068,-0.5000000000000002,0.5000000000000002
1.8500000000000005,0.0,0.8641271029909058,1.0,0.13587289700909422,23.482290573490058,-0.49999999999999967,0.49999999999999967
1.9000000000000004,0.0,0.8698915256370021,1.0,0.13010847436299788,22.636051852386203,-0.4999999999999999,0.4999999999999999
1.9500000000000002,0.0,0.8754466418125836,1.0,0.12455335818741642,21.807963830330714,-0.5000000000000004,0.5000000000000004
2.0,0.0,0.8807970779778823,1.0,0.11920292202211769,20.998717080701322,-0.5,0.5
2.0500000000000007,0.0,0.8859476187202094,1.0,0.11405238127979056,20.208887120839986,-0.49999999999999967,0.49999999999999967
2.1000000000000005,0.0,0.8909031788043871,1.0,0.10909682119561293,19.438940960125077,-0.49999999999999983,0.49999999999999983
2.1500000000000004,0.0,0.8956687768809987,1.0,0.10433122311900134,18.6892438002989,-0.49999999999999967,0.49999999999999967
2.2,0.0,0.9002495108803149,1.0,0.09975048911968509,17.960065808013756,-0.4999999999999998,0.4999999999999998
2.25,0.0,0.9046505351008904,1.0,0.09534946489910956,17.251588888512586,-0.4999999999999998,0.4999999999999998
2.3000000000000007,0.0,0.9088770389851439,1.0,0.09112296101485606,16.563913398148216,-0.4999999999999998,0.4999999999999998
2.3500000000000005,0.0,0.9129342275597289,1.0,0.08706577244027114,15.897064741930011,-0.49999999999999967,0.49999999999999967
2.4000000000000004,0.0,0.9168273035060777,1.0,0.08317269649392234,15.250999810370445,-0.49999999999999983,0.49999999999999983
2.45,0.0,0.9205614508160216,1.0,0.07943854918397841,14.62561321750461,-0.49999999999999983,0.49999999999999983
2.5,0.0,0.9241418199787566,1.0,0.07585818002124345,14.020743309021615,-0.5,0.5
