s,x,y,kappa
1.964285714285714246e-02,1.935564773538757388e-02,2.843372786677002446e-03,1.910456223478888305e+01
1.982142857142856970e-02,1.952550388251148711e-02,2.898478248611888793e-03,1.916625754044304841e+01
2.000000000000000042e-02,1.969517076101968966e-02,2.954163728620516887e-03,1.922794236575424165e+01
2.017857142857142766e-02,1.986464513568813109e-02,3.010432357655661115e-03,1.928961192206078934e+01
2.035714285714285837e-02,2.003392489013760408e-02,3.067283800555109692e-03,1.935126143850528990e+01
2.053571428571428562e-02,2.020300713961712541e-02,3.124719980920319991e-03,1.941288601797235103e+01
2.071428571428571286e-02,2.037188911418209847e-02,3.182742391029445058e-03,1.947448069727007791e+01
2.089285714285714357e-02,2.054056878623922860e-02,3.241350325375820952e-03,1.953604058959902190e+01
2.107142857142857081e-02,2.070904221446672605e-02,3.300548513403739597e-03,1.959756039023391594e+01
2.125000000000000153e-02,2.087730795482801993e-02,3.360334476255958259e-03,1.965903522096933287e+01
2.142857142857142877e-02,2.104536276902405079e-02,3.420710800170873121e-03,1.972045979022546902e+01
2.160714285714285601e-02,2.121320355543557593e-02,3.481679570470015521e-03,1.978182874089049648e+01
2.178571428571428673e-02,2.138082831049926968e-02,3.543239797676346094e-03,1.984313696159723506e+01
2.196428571428571397e-02,2.154823396159850912e-02,3.605393386170802940e-03,1.990437900295601992e+01
2.214285714285714121e-02,2.171541711688802084e-02,3.668142989810736949e-03,1.996554922427275969e+01
2.232142857142857192e-02,2.188237577401450432e-02,3.731487493365618670e-03,2.002664238700913302e+01
2.249999999999999917e-02,2.204910706741546739e-02,3.795428053785386731e-03,2.008765293303997623e+01
2.267857142857142988e-02,2.221560783157394692e-02,3.859966533966218295e-03,2.014857512623342828e+01
2.285714285714285712e-02,2.238187493676337819e-02,3.925104611347687324e-03,2.020940316689335603e+01
2.303571428571428437e-02,2.254790605616487434e-02,3.990841860501239888e-03,2.027013153793069478e+01
