s,x,y,kappa
1.385642737896494170e-01,1.238507160403809898e-01,5.350335961654714700e-02,5.198554827733744332e+00
1.402337228714524153e-01,1.250146465160526243e-01,5.470015059796833057e-02,5.182200645088169466e+00
1.419031719532554414e-01,1.261681796508127285e-01,5.590696633545647054e-02,5.165807701199930158e+00
1.435726210350584398e-01,1.273112624049402009e-01,5.712368522200993864e-02,5.149379174309212992e+00
1.452420701168614381e-01,1.284438433992265982e-01,5.835018570201263438e-02,5.132918188343107424e+00
1.469115191986644364e-01,1.295658729046506585e-01,5.958634630267643090e-02,5.116427812455846436e+00
1.485809682804674625e-01,1.306773028261082326e-01,6.083204565871371677e-02,5.099911060717231770e+00
1.502504173622704609e-01,1.317780866824493913e-01,6.208716253329988471e-02,5.083370891902297295e+00
1.519198664440734592e-01,1.328681795909042174e-01,6.335157584332973268e-02,5.066810209268695075e+00
1.535893155258764575e-01,1.339475382586265417e-01,6.462516469066190150e-02,5.050231860299045472e+00
1.552587646076794836e-01,1.350161209520699124e-01,6.590780837231151323e-02,5.033638636778128728e+00
1.569282136894824820e-01,1.360738874934837583e-01,6.719938641549152991e-02,5.017033274570634305e+00
1.585976627712854803e-01,1.371207992347849292e-01,6.849977859139586012e-02,5.000418453732287993e+00
1.602671118530884786e-01,1.381568190439424471e-01,6.980886494000754228e-02,4.983796798508739911e+00
1.619365609348914770e-01,1.391819112856054197e-01,7.112652578932023018e-02,4.967170877448318755e+00
1.636060100166945031e-01,1.401960418068101399e-01,7.245264177833903030e-02,4.950543203499460532e+00
1.652754590984975014e-01,1.411991779105293277e-01,7.378709386981838203e-02,4.933916234279482005e+00
1.669449081803004997e-01,1.421912883518020865e-01,7.512976338047076819e-02,4.917292372142370027e+00
1.686143572621034981e-01,1.431723433034786386e-01,7.648053198679580222e-02,4.900673964601635291e+00
1.702838063439065242e-01,1.441423143469839352e-01,7.783928175007745476e-02,4.884063304526769400e+00
1.719532554257095225e-01,1.451011744569499218e-01,7.920589513562872885e-02,4.867462630444386207e+00
1.736227045075125208e-01,1.460488979732033898e-01,8.058025502255916628e-02,4.850874126988419910e+00
1.752921535893155192e-01,1.469854605871597220e-01,8.196224472360981450e-02,4.834299925241989371e+00
1.769616026711185452e-01,1.479108393236141794e-01,8.335174800097215619e-02,4.817742103154543543e+00
1.786310517529215436e-01,1.488250125226356635e-01,8.474864908161572341e-02,4.801202685986239338e+00
1.803005008347245419e-01,1.497279598190892624e-01,8.615283267056872418e-02,4.784683646797794232e+00
1.819699499165275403e-01,1.506196621233353294e-01,8.756418396455634134e-02,4.768186906953278736e+00
1.836393989983305663e-01,1.515001016036252590e-01,8.898258866617614338e-02,4.751714336632547386e+00
1.853088480801335647e-01,1.523692616672505107e-01,9.040793299673288708e-02,4.735267755375789811e+00
1.869782971619365630e-01,1.532271269417490311e-01,9.184010370860111461e-02,4.718848932647741634e+00
1.886477462437395614e-01,1.540736832561843683e-01,9.327898809712210915e-02,4.702459588420070169e+00
1.903171953255425874e-01,1.549089176225131037e-01,9.472447401204249495e-02,4.686101393770624846e+00
1.919866444073455858e-01,1.557328182170556741e-01,9.617644986850058808e-02,4.669775971498210332e+00
1.936560934891485841e-01,1.565453743614877991e-01,9.763480465726101509e-02,4.653484896755359479e+00
1.953255425709515825e-01,1.573465765028488894e-01,9.909942795399612203e-02,4.637229697700232300e+00
1.969949916527546085e-01,1.581364161983099259e-01,1.005702099305154779e-01,4.621011856131318929e+00
1.986644407345576069e-01,1.589148860962786569e-01,1.020470413635276158e-01,4.604832808157919288e+00
2.003338898163606052e-01,1.596819799184171496e-01,1.035298136433938643e-01,4.588693944875072539e+00
2.020033388981636036e-01,1.604376924353258793e-01,1.050184187795223378e-01,4.572596613081962857e+00
2.036727879799666296e-01,1.611820194547024521e-01,1.065127494112456386e-01,4.556542115937047832e+00
2.053422370617696280e-01,1.619149578083453889e-01,1.080126988173066710e-01,4.540531713632430133e+00
2.070116861435726263e-01,1.626365053188946197e-01,1.095181609160560676e-01,4.524566624178377516e+00
2.086811352253756247e-01,1.633466607960954442e-01,1.110290302783308314e-01,4.508648024037905877e+00
2.103505843071786507e-01,1.640454240173211398e-01,1.125452021326870666e-01,4.492777048851385402e+00
2.120200333889816491e-01,1.647327956977020502e-01,1.140665723663106812e-01,4.476954794208936939e+00
2.136894824707846474e-01,1.654087774948497236e-01,1.155930375393804249e-01,4.461182316264998171e+00
2.153589315525876458e-01,1.660733719664085339e-01,1.171244948802696306e-01,4.445460632571194282e+00
2.170283806343906441e-01,1.667265825759461362e-01,1.186608422992392470e-01,4.429790722692942495e+00
2.186978297161936702e-01,1.673684136615139761e-01,1.202019783873321118e-01,4.414173528991652162e+00
2.203672787979966685e-01,1.679988704187113657e-01,1.217478024206539305e-01,4.398609957340001486e+00
2.220367278797996669e-01,1.686179589006515656e-01,1.232982143699199173e-01,4.383100877773488335e+00
2.237061769616026652e-01,1.692256859793744295e-01,1.248531148962579301e-01,4.367647125290429422e+00
2.253756260434056913e-01,1.698220593400583955e-01,1.264124053581742457e-01,4.352249500520174230e+00
2.270450751252086896e-01,1.704070874709668615e-01,1.279759878163092279e-01,4.336908770410310865e+00
2.287145242070116880e-01,1.709807796396675683e-01,1.295437650334628765e-01,4.321625668958949618e+00
2.303839732888146863e-01,1.715431458760710015e-01,1.311156404766672667e-01,4.306400897916533133e+00
2.320534223706177124e-01,1.720941969607422128e-01,1.326915183204820659e-01,4.291235127466670463e+00
2.337228714524207107e-01,1.726339444092386266e-01,1.342713034486999468e-01,4.276128996916335190e+00
2.353923205342237090e-01,1.731624004566695574e-01,1.358549014558243229e-01,4.261083115380063902e+00
