s,x,y,kappa
4.841402337228714603e-02,4.778119884039088577e-02,6.586939221055050121e-03,8.481479061528627739e+00
5.008347245409015130e-02,4.937118171680867501e-02,7.095827048908966150e-03,8.722880887367859160e+00
5.175292153589315658e-02,5.095358388350938045e-02,7.627816668371684324e-03,8.977269998520998939e+00
5.342237061769616185e-02,5.252783373911853321e-02,8.183463971680236468e-03,9.245401505067839310e+00
5.509181969949916713e-02,5.409331806131348341e-02,8.763345063812573790e-03,9.528056306359559358e+00
5.676126878130217240e-02,5.564937849882408555e-02,9.368056213450879841e-03,9.826035648413707690e+00
5.843071786310517768e-02,5.719530780800612807e-02,9.998213607824199545e-03,1.014015356026700765e+01
6.010016694490818295e-02,5.873034580755923106e-02,1.065445280195800523e-02,1.047122662894642353e+01
6.176961602671118823e-02,6.025367506744509077e-02,1.133742783339991740e-02,1.082006052013139907e+01
6.343906510851418656e-02,6.176441634308992706e-02,1.204780992413385585e-02,1.118743253858879072e+01
6.510851419031719878e-02,6.326162376166548362e-02,1.278628565488164684e-02,1.157406940081017233e+01
6.677796327212019711e-02,6.474427981377990637e-02,1.355355454316696691e-02,1.198061933719252892e+01
6.844741235392320933e-02,6.621129019805901961e-02,1.435032589343612601e-02,1.240761753503315390e+01
7.011686143572620766e-02,6.766147859738724790e-02,1.517731478969973867e-02,1.285544390372300683e+01
7.178631051752921988e-02,6.909358149859319564e-02,1.603523709190590729e-02,1.332427217386312179e+01
7.345575959933221821e-02,7.050624321008154560e-02,1.692480329206820858e-02,1.381400947802917401e+01
7.512520868113523043e-02,7.189801125026720752e-02,1.784671104721808482e-02,1.432422579518712880e+01
7.679465776293822876e-02,7.326733238244871604e-02,1.880163626980889402e-02,1.485407319381050151e+01
7.846410684474124098e-02,7.461254956616861223e-02,1.979022258700655415e-02,1.540219545515949484e+01
8.013355592654423931e-02,7.593190021809981261e-02,2.081306907562413891e-02,1.596662982475299231e+01
8.180300500834725153e-02,7.722351620903387948e-02,2.187071618149770413e-02,1.654470405495798602e+01
8.347245409015024986e-02,7.848542609829306516e-02,2.296362981155521468e-02,1.713293379427149787e+01
8.514190317195326208e-02,7.971556016175751491e-02,2.409218368159600498e-02,1.772692763317684950e+01
8.681135225375626041e-02,8.091175880257044095e-02,2.525664012794061331e-02,1.832130961148789083e+01
8.848080133555927262e-02,8.207178493437100597e-02,2.645712975043712500e-02,1.890967146573489899e+01
9.015025041736227096e-02,8.319334088185437182e-02,2.769363044518152045e-02,1.948456891975371974e+01
9.181969949916528317e-02,8.427409021282097901e-02,2.896594658147703602e-02,2.003757723370940980e+01
